0.25,3.1
0.32,3.128
0.7,3.28
0.873333333,3.349333333
1.098333333,3.439333333
1.323333333,3.529333333
1.548333333,3.619333333
1.773333333,3.709333333
1.998333333,3.799333333
2.223333333,3.889333333
2.448333333,3.979333333
2.673333333,4.069333333
2.898333333,4.159333333
3.123333333,4.249333333
3.348333333,4.339333333
3.573333333,4.429333333
3.798333333,4.519333333
4.023333333,4.609333333
4.248333333,4.699333333
4.473333333,4.789333333
4.698333333,4.879333333
4.923333333,4.969333333
5.148333333,5.059333333
5.373333333,5.149333333
5.598333333,5.239333333
5.823333333,5.329333333
6.048333333,5.419333333
6.273333333,5.509333333
6.498333333,5.599333333
6.723333333,5.689333333
